id,Profession,Rating,Nbr_Rating
118,Cloud Engineer,2.72184600730598,300
119,Embedded Systems Engineer,2.81258911314972,285
120,Database Administrator,4.72032687017309,88
121,Quality Assurance Engineer,4.73388496331236,102
122,Artificial Intelligence Architect,3.72039164304373,170
123,Enterprise Architect,3.00506810331794,366
124,Product Manager,2.29518282199381,342
125,Systems Analyst,3.04374663124505,49
126,Technical Writer,2.52881780507921,289
127,IT Consultant,2.15490681563443,165
128,IT Support Technician,4.72605477500259,403
129,Information Security Analyst,3.69638115937526,482
130,Network Administrator,4.50477326706294,209
131,Project Manager,3.69859125068632,323
132,Software Development Manager,2.20358310021466,425
133,Computer Systems Analyst,3.78199506432024,238
134,IT Manager,4.95256711534843,403
135,Software Quality Assurance Analyst,3.14203176707325,273
136,Webmaster,2.07099493448608,150
137,Technical Support Engineer,4.18916816612757,381
138,Technical Account Manager,3.94300565006925,362
139,Technical Project Manager,2.93159269643238,66
140,Technical Recruiter,3.49501262029874,115
141,UI/UX Architect,4.25511378555408,133
142,Web Content Manager,4.37049354704691,97
143,Software Engineer,4.36196222978554,369
144,Game Developer,2.71362724120197,164
145,Data Analyst,4.34103207427256,285
146,Web Developer,4.14495649701002,488
147,Mobile App Developer,3.68480908800855,84
148,UI/UX Designer,3.4914192041742,112
149,Backend Developer,3.00121818268727,415
150,Frontend Developer,2.25097955036128,62
151,DevOps Engineer,3.07600892458602,32
152,Database Administrator,2.77273106946993,93
153,Security Engineer,4.01161320371702,152
154,Machine Learning Engineer,4.32953088320778,281
155,Network Administrator,2.55595521887433,330
156,Technical Writer,2.6355464133484,26
157,Quality Assurance Engineer,4.72482804294729,243
158,Full Stack Developer,2.64411876116151,454
159,Product Manager,3.68748443412608,239
160,Cloud Engineer,2.78177413675314,331
161,Embedded Systems Engineer,3.77497863604661,286
162,Artificial Intelligence Engineer,2.64899407219579,492
163,IT Support Specialist,2.59636488973461,433
164,Cybersecurity Analyst,3.43647238095343,103
165,IT Project Manager,3.63409334391187,35
166,Systems Administrator,2.48969280940443,98
167,Network Architect,3.96184879531874,25
168,Technical Recruiter,4.07729026561672,34
169,Database Developer,4.99455645007584,102
170,Software Tester,2.36406331060451,261
171,IT Consultant,3.51957297436817,15
172,IT Trainer,4.78049062028907,56
173,IT Auditor,4.23854496386908,223
174,IT Sales Specialist,2.97382782318339,273
175,Computer Systems Analyst,4.66559522606959,186
176,IT Manager,3.73181827580228,479
177,Information Security Manager,4.57513826503511,101
178,IT Architect,4.94343564791221,269
179,Cloud Architect,3.11934435818881,365
180,IT Operations Manager,2.3724354736495,48
181,IT Service Desk Manager,3.09870537550223,136
182,Technical Support Engineer,3.52713985967184,447
183,Desktop Support Technician,3.06826438118725,163
184,Mobile Application Tester,3.46133987256417,354
185,Data Scientist,3.68475504482807,101
186,IT Trainer and Consultant,3.89425688972293,32
187,Cloud Solutions Architect,2.77417834655171,296
188,Information Technology Specialist,4.02787301245792,13
189,Information Technology Director,3.43497782398645,425
190,Software Architect,3.9177637409073,433
191,Software Project Manager,4.6052038958761,139
192,Information Technology Manager,4.91337819896005,114
193,Information Security Analyst,2.11088361158001,201
194,Computer Network Architect,3.99037404211162,117
195,Technical Account Manager,4.36100867716558,335
196,Technical Solutions Architect,2.66912129004277,456
197,Application Support Analyst,2.22465530357749,401
198,Data Center Manager,2.72439466916981,160
199,Database Administrator Manager,2.14046109519038,352
200,Network and Computer Systems Administrator,4.1433761519616,102
201,Technical Services Manager,4.12252739923058,433
202,Information Technology Consultant,3.39732001561569,227
203,Software Implementation Consultant,4.74320332225575,55
204,Web Content Manager,2.52579657880645,73
