id,Profession,Rating,Nbr_Rating
38,"Manager, Lead Data Scientist (R CoE)",4.39737835090149,209
39,Data Scientist: Artificial Intelligence,4.29107092338562,168
40,Data Scientist (AVP & Manager Roles),4.0711356972363,441
41,Principal Data Scientist,3.76136775815266,43
42,Data Scientist,3.12060256638443,133
43,Data Scientist: Advanced Analytics,3.13596050671322,418
44,Data Scientist: Artificial Intelligence,3.68540391558707,314
45,"Data Scientist / Lead Data Engineer (SQL, Azure Synposys, Bigdata)",4.44489709768148,153
46,VP-Data Scientist-AI/ML with Leading Investment Bank,4.06407081819228,250
47,Senior Data Scientist,4.9801325961945,356
48,Cognitive/AI Senior Data Scientist,4.18127603949498,329
49,Analyst - Applied Data Scientist,3.18056769647447,182
50,Research Data Scientist,2.52105803881591,376
51,Freshers For Junior Data Scientist,3.84416552278275,46
52,Lead - Data Scientist,2.1192668643322,297
53,Data Scientist / Analyst,2.49613192617238,464
54,Data Scientist - Machine Learning/APICS,3.52897811750214,31
55,Data Scientist,3.82451346845975,173
56,Assistant Manager/Manager/Senior Manager - Data Scientist,2.2897449685599,327
57,Senior Data Scientist,3.5012789504219,221
58,Job Opportunity || Data Scientist || HCL Technologies,3.13208151665407,267
59,Clinical Data Management Scientist,3.87623408557937,133
60,Data Scientist: Advanced Analytics,3.03466456251386,98
61,Data Scientist - KONE India Pvt. LTD,3.30566983935004,39
62,Data Scientist,3.86500880060468,137
63,Data Scientist - Leading Analytics Product Company in Mumbai,2.84644934397601,31
64,Data Scientist - R/Python,2.89851819896621,298
65,Data Scientist - Machine Learning,4.03644752164843,272
66,Sr. Data Scientist,3.5471146876939,76
67,Sr. Data Scientist,2.12121769345614,205
68,Senior Data Scientist,4.6631185020243,50
69,Digital-Senior Process Manager- Data Scientist SPM,4.12107671569457,261
70,Senior Data Scientist,3.90264762051672,65
71,Sr Data Scientist,4.16130328529688,294
72,Data Scientist,2.12035089416449,397
73,Data Scientist/ Analyst Specialist,3.25267243366281,319
74,Data Scientist (freelance),4.22321840157632,145
75,Data Scientist,2.20820226202219,447
76,Data Scientist,4.15698354020414,77
77,Rolls-Royce Data Labs : Data Scientist,3.56434527435821,366
78,Data Scientist,3.690864613313,187
79,Staff Data Scientist,2.73708130797359,48
80,Data Scientist,4.93338706816172,301
81,Data Scientist: Artificial Intelligence,4.65204541040465,435
82,Data Scientist: Artificial Intelligence,3.96054469609414,265
83,Staff Data Scientist,3.30835930267762,120
84,Data Scientist,2.42273835647011,64
85,Data Scientist / Machine learning Engineer- Python/NLP,4.42328184272814,261
86,Senior/ Lead Data Scientist - Market Mix Modelling ( MMM),3.24733002723856,468
87,Data Scientist-Client Engineering,4.60915163909523,263
88,Sr. Data Scientist,4.26599676064189,194
89,Sr Data Scientist,4.19236798322448,371
90,Senior Data Scientist -Python+ML(5-7 years),4.61506054894535,327
91,Hiring Senior Data Scientist - AI ( Remote) || Hanu,4.44655179987115,336
92,Senior Data Scientist,2.17748771369191,227
93,Data Scientist Opportunity with PayU - Diversity Hiring,4.40880761973928,55
94,Data Scientist 1,2.67490308423777,480
95,Data Scientist: Advanced Analytics,4.04631971181176,142
96,Data Scientist: Advanced Analytics,4.17242696140721,281
97,Data Scientist: Artificial Intelligence,2.19644170509555,231
98,Data Scientist: Artificial Intelligence,2.01944805361879,300
99,Data Scientist,4.05994528987311,186
100,Associate Data Scientist,4.10579737302625,142
101,Digital-Associate Process Manager - Data Scientist APM,4.79263733496834,184
102,Data Scientist,3.16081323299515,233
103,Data Scientist,2.96310622486141,104
104,Data Scientist,2.2091587003828,112
105,Data Scientist,2.83644013017283,140
106,Lead Data Scientist,3.77667749361077,96
107,Lead Data Scientist,3.34027642632335,157
108,Data Scientist,2.75976920298824,150
109,Junior Data Scientist,2.02838021975709,404
110,Junior Data Scientist,3.98685185122449,143
111,Assistant Manager/Manager/Senior Manager - Data Scientist,4.64856309883121,462
112,Data Scientist (freelance),3.1671562240984,163
113,Data Scientist,2.0610368436732,248
114,Data Scientist,3.324435875331,107
115,Data Scientist II,2.46992800422818,228
116,Python Developer(Data Scientist),2.3068699820922,391
117,Data Scientist,4.07950331960756,179
118,Data Scientist,3.84606194533154,255
119,Mid Level Data Scientist,2.98054179285921,345
120,Data Scientist,2.57094898124594,391
121,Data Scientist - Experienced/fresher | Kolkata,3.3292418724864,350
122,Data Scientist,4.63204674005967,112
123,Service Delivery _ OSS _ Data Scientist,4.47625172574497,284
124,Urgent Opening For Senior Data Scientist Role (Pune),4.87100972324239,462
125,Senior Data Scientist,3.53591149566019,284
126,Sr . Data Scientist / Data Scientist,2.37541673565331,91
127,Sr NLP & Text Mining Data Scientist,3.49980697360664,382
128,"Data Scientist/ Machine Learning, 2022 Passout Can also apply",3.46546115752449,375
129,Senior Data Scientist,4.0705252397431,420
130,Senior Data Scientist,4.09003580891244,35
131,Data Scientist 1,2.21844263205885,279
132,Data Scientist,2.20943860242636,237
133,Data Scientist (Risk / Fraud Experience is must),4.90780927231408,115
134,"Specialist, Data Scientist",3.62040135313753,374
135,"Data Scientist, Enablement",3.66888448833329,76
136,"Data Scientist, Product Analytics",3.12051272967434,306
137,Data Scientist,2.83152917825823,179
138,Data Scientist 1,3.87928279334183,155
139,Data Scientist,2.94651573857221,92
140,Sr. Associate - Data scientist -Affine.Ai,4.25139002928048,51
141,Sr. Associate - Data scientist -Affine.Ai,2.56110112174551,357
142,Junior Data Scientist,3.60370918721826,185
143,Manager - Data Scientist - Analytics,3.16089719273995,290
144,Need immediate joiners - Data Scientist,3.7040353179237,440
145,Lead Data Scientist - CPG/BFSI/Healthcare Domain,2.53394090181288,331
146,Data Scientist - Machine Learning,4.0916184082539,405
147,Data Analyst/data Scientist - C++/c#/java,4.63124184213318,188
148,Data Analyst / Data Scientist - C++/c#/java,4.41044384769917,354
149,Data Analyst/ Data Scientist - C++/c#/java,2.53496873298763,214
150,Senior AI Scientist - SAP Procurement Data Science Team,4.04088181517194,319
151,Data Scientist,4.84104294856135,112
152,Data Scientist - Internet Jobs - II,2.779466109617,404
153,Data Scientist,4.96144499540764,420
154,Data Scientist,4.04240576122965,474
155,Data Scientist,2.38224051199862,139
156,Data Scientist,4.15997880435774,168
157,Jr. Data Scientist,4.80263228875065,98
158,Senior Data Scientist,3.56156546347429,165
159,Senior Data Scientist - Global Product Organisation.,2.21133166164538,100
160,Data Scientist,4.02774864583107,167
161,Data Scientist,2.1040827939557,258
162,Data Scientist,4.17874747101139,376
163,Data Scientist,4.90768915797757,138
164,Data Scientist | Zipcar,2.61967199439617,30
165,Data Scientist,3.50892152237494,136
166,Data Scientist: Artificial Intelligence,2.42763965465452,47
167,Data Scientist,4.76486930288983,485
168,Data Scientist,2.75301173938757,267
169,Principal Data Scientist,3.64060845978465,221
170,Data Scientist/Machine Learning Specialist,2.33727237395737,209
171,Data Scientist - Python/Machine Learning,3.50272303329646,54
172,Lead Data Scientist - Deep Learning/machine Learning,3.07599251083747,145
173,Data Scientist,2.27356846665592,165
174,Data Scientist,3.21118782436446,422
175,Data Scientist,4.52178288298931,100
176,Data Scientist | Product based MNC | Pune/ Kolkata,2.13951047239866,152
177,Data Scientist,4.24453352623706,205
178,Data Scientist,4.34801158293805,490
179,Data Scientist | Petpooja (SAAS) | Ahmedabad,3.67124118315227,79
180,Data Scientist,3.97634834161567,143
181,Data Scientist,2.24749220241423,484
182,Data Scientist,4.40818162256284,350
183,Virtue Analytics - Data Scientist,2.22191921823999,473
184,Data Scientist,4.05271792318285,347
185,Data Scientist,3.96198030521813,344
186,Data scientists,4.09259228230487,337
187,Data Scientist,4.46833006318317,384
188,Data Scientist,4.22055217766188,177
189,Associate Scientist - Semantic & Data Modeling,4.58563694446796,346
190,Urgent Opening For Senior Data Scientist Role,4.9333786940919,120
191,Associate Scientist - Data Engineering,4.39609095139989,134
192,Data Scientist (freelance),2.51464261949231,371
193,Data Scientist,4.93549111799839,448
194,AI Scientist - SAP Procurement Data Science Team,2.05919144701216,137
195,Data Scientist,3.26995460662482,195
196,Data Scientist,4.04447949105474,475
197,Data Scientist,4.60539847544885,374
198,Clinical Data Programming Scientist,3.64587276802958,162
199,data scientist,2.56106109996951,487
200,Data Scientist,2.41887437124725,43
201,Hiring For Data Science /Scientist,3.58291063999124,130
202,Manager - Data Scientist - Analytics,3.10538833796113,110
203,Data Scientist - Financial Services,2.57206099765307,153
204,Data Scientist - Artificial Intelligence/Machine Learning,3.32405258040445,278
205,Data Scientist,3.6764870821099,81
206,Data Scientist,2.55041237919713,454
207,Data Scientist,4.09747712983593,307
208,Data Scientist,3.53117418702289,101
209,Intern - Data Scientist/Programmer,3.97734844004177,179
210,Scientist- Data Engineering,3.70020954623773,312
211,Data Scientist,3.37969586381475,434
212,Data Scientist (Organic Growth),3.29487385771495,428
213,Data Scientist - SQL Queries | Talent500,3.29192380698345,67
214,Data Scientist- python/SQL,3.38600552962902,46
215,Associate Scientist- Data Science,4.80337221697301,269
216,DBCG IND - GAMMA Senior Data Scientist,3.03156066694029,270
217,Data Science - Senior Data Scientist,4.1913212230912,318
218,Senior Data Scientist (IN4),3.32404577798865,49
219,Senior Data Scientist,3.77203204615695,79
220,Sr. Data Scientist,4.52267678799062,121
221,Sr. Data Scientist,4.35529644408079,490
222,Senior Data Scientist,4.89438286145626,232
223,Sr Data Scientist,2.89990179107517,407
224,Senior Data Scientist,3.91955132625553,88
225,Senior Data Scientist,4.59286594260898,386
226,Senior Data Scientist,3.85111020349127,56
227,Senior Data Scientist,4.35267109703588,140
228,Senior Data Scientist Grade12,2.14613553860271,57
229,Senior Data Scientist I,2.79228859645298,335
230,Senior Staff Data Scientist,2.32037550633793,347
231,Sr. Product Data Scientist,3.37558909715301,250
232,Senior - Data Scientist,4.22856388198351,461
233,Sr. Data Scientist,4.57554502953903,340
234,Data & Applied Scientist,4.2493314704817,424
235,Clinical Data Programming Scientist,4.32796984033937,179
236,Data Scientist / Sr. Data Engineer,3.42589753394476,422
237,GAMMA Lead Data Scientist,2.71445758182597,380
238,Lead Data Scientist,2.44430363345718,344
239,Lead Data Scientist,4.83042252048824,60
240,Lead Data Scientist,2.37228849381563,454
241,Lead Data Scientist,2.14477017840448,425
242,Lead Data Scientist,4.94565602062506,210
243,Senior Data Scientist,2.33509014605533,364
244,Senior Data Scientist,2.15121061112958,143
245,Data Scientist / Data Analyst,3.89524796319905,337
246,Senior Data Scientist,3.39904300703709,208
247,Senior Data Scientist,4.66716863062929,453
248,Senior Data Scientist,2.91369933868604,102
249,Senior Data Scientist - Data Platform,3.7916054992446,425
250,Data Scientist / Analyst,2.19501823237837,382
251,Senior Data Scientist,4.70471543980881,164
252,Senior Data Scientist,3.39869851449376,283
253,"Senior Data Scientist, Product Analytics",2.32285983482639,336
254,Senior Data Scientist,2.13253803911767,257
255,"MNC Hiring For "" Data Scientist & cloud "" - Gurgaon & Chennai",4.87233261077629,96
256,AVP Data Scientist (credit and fraud risk models - BFSI),2.79820981771765,500
257,Data Scientist,3.07355099702,179
258,Data Scientist,4.05049522436703,469
259,Urgent Opening For Data Scientist For Big4 Company,4.72504430658451,260
260,Data Scientist,3.10037296521608,60
261,Immediate requirement For Data Scientist,4.78839592735269,191
262,urgent requirement For data scientist,4.28272850623012,38
263,Staff Engineer Data Scientist,3.5964816181393,196
264,Data Scientist (freelance),2.33084378185267,103
265,Data Scientist (freelance),3.70910484670434,359
266,Data Scientist,2.53390944057362,222
267,"Hiring Data Scientist _ Location : Trivandrum, Kerala",2.30090937548172,257
268,Data Scientist,4.94450579949776,74
269,Data Scientist,4.94644592502966,262
270,Data Scientist,2.12149134946168,33
271,Data Scientist,3.23864361889326,87
272,Data Scientist,3.49717922962289,468
273,Data Scientist,3.86805987856908,136
274,Data Scientist,2.2537251030964,398
275,Data Scientist,4.98589600321731,117
276,Associate Data Scientist - Automotive Supply Chain & Technology,2.46460937297238,335
277,ASSOCIATE DATA SCIENTIST,3.13578122143125,74
278,ASSOCIATE DATA SCIENTIST,2.13525704887277,460
279,Developer Associate - Data Scientist(1-3Y),2.8453123927111,100
280,Data Scientist & Data Engineers,3.03677472402382,493
281,Senior Data Scientist,4.14030559129712,116
282,Senior Data Scientist,4.10243892895662,436
283,Sr. Data Scientist,3.70553230938478,171
284,Senior Data Scientist,3.45581157258944,393
285,Senior Data Scientist,2.23949462909311,131
286,"Senior Data Scientist, NLP and Dialog Systems",4.44150316463227,366
287,Senior Data Scientist,3.9191566493216,459
288,Sr. Data Scientist,3.89119920971002,342
289,Senior Data Scientist,3.9132966978705,340
290,Senior Data Scientist,3.98024840458693,69
291,Senior Staff Data Scientist,2.89942633332182,326
292,Senior Data Scientist,2.77516497943949,261
293,Senior Data Scientist ( m / f / d ),3.7192519071806,355
294,Analyst - Data Scientist,2.92906872055441,219
295,Senior Data Scientist,2.74733778604036,258
296,Digital-Senior Process Manager- Data Scientist SPM,4.17845794988222,105
297,Data Analyst or Data Scientist,4.16037142639169,301
298,Senior Data Scientist (m/f/d),3.61199155729133,167
299,Data Science - Senior Data Scientist,2.38509282749123,460
300,Senior Data Scientist,4.83958429106677,488
301,Senior Data Scientist II ( SSE - 2 ),3.92888050103131,98
302,Senior Data Scientist I ( SSE - 1 ),2.76405921394778,67
303,Senior Data Scientist,3.40626066266587,489
304,Early Engagement - Senior Data Scientist,2.7894008579044,483
305,Senior Data Scientist I,4.37171339363017,387
306,Senior Data Scientist/Senior Data Scientist,4.24982040430299,71
307,Senior Data scientist,3.18097533577556,442
308,Senior Data Scientist/Senior Data Scientist,2.8257237032432,405
309,Digital - Senior Process Manager- Data Scientist SPM,2.76117096707006,416
310,Senior Executive - Data Scientist,3.82290114334235,189
311,Senior Speech Data Scientist,3.46098524367575,117
312,data scientist,4.22012630289707,369
313,Junior Data Scientist,4.0321896915445,96
314,Sr. Associate Consultant Data Scientist,4.84657087637132,490
315,Sr Data Scientist and Engineer,2.04566902574537,439
316,Data Scientist & Machine Learning Engineer,2.19401549920098,291
317,Lead Data Scientist - Computer Vision,4.82441141284851,256
318,Data Analyst / Data Scientist - Pune (Immediate Joiners Required),3.21755878059282,402
319,Hiring For Data Analyst and Data Scientist For Gurgaon Location,2.65239760563943,283
320,Senior Data Scientist - AI Research,3.6687526781864,275
321,"Sr. Prin, Data Scientist",2.47319879202643,33
322,Data Analyst/ Data Scientist Data Analytics & Visualizations,4.27664072678466,491
323,Data Scientist and Analyst,2.82438390574565,187
324,Data Scientist || Software Company || Immediate Joiners To max 30 Days,3.49653392613259,427
325,Data Scientist - Bangalore/ Guntur - Saugat,4.34824339038538,445
326,Data Scientist,2.32325416365963,292
327,"Data Scientist- python/SQL - office job HSR Layout, Bangalore",3.02645461605409,308
328,Data Scientist,3.43501851045783,247
329,Job Opening For Data Scientist - Rapid Miner,3.35830247704708,62
330,Principal Data Scientist,4.46695316015155,95
331,Principal Data Scientist,4.91167073308599,230
332,Principal Data Scientist (MINT),2.06351605696777,466
333,Data Scientist,3.68785187166755,406
334,Data Scientist (Python),3.74774011596076,406
335,Data Scientist,2.50570338443059,77
336,Data Scientist: Advanced Analytics,3.63400945836188,102
337,Data Scientist,4.24614742398698,451
338,Data Scientist,4.62899510970469,185
339,Data Scientist - IN3,3.57175299299891,394
340,FTE - Regional BI - Data Scientist,4.90460943422367,395
341,FTE - Regional BI - Data Scientist,4.17499421584592,119
342,Principal Data Scientist,3.65894469918628,211
343,Data Scientist,2.20058162110305,108
344,Principal Data Scientist,4.46189456563015,350
345,Commercial Analytics Data Scientist,4.73344147518072,338
346,Data Scientist: Artificial Intelligence,4.09431618693139,411
347,Data Scientist: Artificial Intelligence,3.7713209872606,163
348,Data Scientist,4.78639965854673,187
349,Data Scientist: Artificial Intelligence,3.01328271066429,306
350,Data Scientist,4.08120196189736,217
351,Data Scientist,2.19675078160864,287
352,Data Scientist,3.55452545295622,239
353,Staff Data Scientist,2.27906933201616,468
354,Data Scientist,4.67942412600707,482
355,Data Scientist II- Merchandise & Discovery,2.76307722193286,220
356,Principal Data Scientist,2.31063957719134,353
357,Staff Data Scientist,3.74275537316736,130
358,"Staff Data Scientist, Personalization",4.86968837123029,178
359,Principal Data Scientist,3.87762275092845,134
360,Data Scientist - AI Flagship,2.30148231307472,387
361,Data Scientist (Marketplace),3.85179470192565,415
362,Data Scientist: Artificial Intelligence,2.01583438214029,409
363,Data Scientist,3.72159031662992,114
364,Data Scientist - I / II,3.82741744210445,92
365,Data Scientist,3.81672720368255,41
366,Principal Data Scientist,2.79048120926215,187
367,Data Scientist: Artificial Intelligence,4.92726632861341,382
368,Manager - Data Scientist Job @ Applied Materials - Bangalore,2.12837788267789,260
369,Data Scientist,4.44553272691834,173
370,Data Scientist,4.54434573914356,494
371,Data Scientist,2.50108088297683,93
372,Data Scientist,4.81970831892058,499
373,Data Scientist,4.52119465825133,210
374,Data Scientist I,3.5338141896071,116
375,Data Scientist,3.30804437795325,111
376,Data Scientist,2.03696520671742,260
377,"Data Scientist, Data & Analytics",4.37604425996507,467
378,Data Scientist,2.03321692865948,69
379,Data Scientist,4.46545884199144,268
380,Analytics - Data Scientist,4.83745758554648,258
381,ML Engineer/ Data Scientist Lead En...,4.61486176370755,55
382,Data Scientist/Engineer - Global Telecom Setup,4.81614609599453,269
383,ML Engineer/Statistician/Data Scientist Pre - IPO Unicorn,2.05099497279444,440
384,Senior Data Scientist / Lead Data Scientist | GeakMinds | Chennai,3.00367133090866,37
385,Senior Data Scientist,4.53774936191208,42
386,Sr. Data Scientist,3.95474847345389,123
387,Senior Data Scientist,3.22974690898877,202
388,Senior Data Scientist,4.67006239739503,389
389,Senior Data Scientist - Python/Deep Learning Algorithms,4.74698491571913,375
390,Sr. Data Scientist,3.63588224771921,114
391,Sr Data Scientist,2.7035531680631,112
392,Senior Data Scientist,4.6872233082965,342
393,Senior Data Scientist,4.82056033866559,83
394,Senior Data Scientist,3.84048888574056,482
395,Senior Data Scientist,4.45783660086808,199
396,"Senior Data Scientist, NLP",2.84307716144438,394
397,Senior Data Scientist reqd For a top notch AI Product Co!(Perm Remote),2.7550778869009,481
398,Sr. Data Scientist,2.62056157431395,103
399,Senior Data Scientist,2.5235278299651,115
400,Senior data scientist,4.85534992334395,317
401,Senior Data Scientist,3.47411447957155,291
402,Senior Data Scientist,2.42317591132693,187
403,Senior Data Scientist,4.23368958714517,428
404,Senior Data Scientist,3.24006788594475,182
405,Senior Data Scientist,4.9296229973737,453
406,Sr. Data Scientist,3.79577365502495,130
407,Senior Data Scientist,3.6578359600428,365
408,Senior Data Scientist,4.98996870672073,393
409,Senior / Principal Data Scientist,3.6507637187708,340
410,Senior Data Scientist,4.57432430424575,160
411,Senior Data Scientist,2.0561602495233,469
412,Senior Data Scientist Payments,4.07093365046924,476
413,Senior Data Scientist,3.37561680472684,454
414,Sr. Data Scientist,2.43094233064744,102
415,Sr Data Scientist,4.36605254874848,392
416,Senior Data Scientist,2.1403589624157,330
417,Sr. Data Scientist,3.32456700722238,217
418,Senior Data Scientist - Speech & Text analytics,3.9360919596835,126
419,Sr Data Scientist,4.49208068629897,440
420,Senior AI Data Scientist,3.42140320144782,74
421,Sr Engineer AI / Data Scientist,2.51109265945554,50
422,Data Scientist - Immediate Joiners,2.51422076179357,499
423,Data Scientist Opportunity with PayU ( Tier1 institute's Only apply),3.64289395657549,209
424,Data Scientist,3.69479206214066,36
425,Job | Data Scientist Opportunity with PayU,4.18336322563691,174
426,Data Scientist,4.04008909597295,122
427,Urgent Hiring For AI Data Scientist,3.24704282950561,330
428,Data Scientist,2.84304726805344,51
429,Data Scientist,4.21094357237747,59
430,Data Scientist,4.83971605273344,132
431,Data Scientist - ML,2.54282362158773,223
432,Data Scientist,3.91454383561316,77
433,Data Scientist - Risk Platform,3.95261916774216,177
434,Data Scientist,3.95810703891584,94
435,Principal Data Scientist,2.35474359790229,305
436,Data Scientist,4.12693670147492,237
437,We are Looking For Principal Data Scientist,3.73121256252809,79
438,Data Scientist,3.79773426711888,283
439,Data Scientist - Ads & Promotion Platform (APP),4.09852542446427,378
440,Data Scientist 1,2.63983502829521,422
441,Data Scientist,3.40331474523621,239
442,Data Scientist Machine Learning (Commerce BU),2.02516421721419,36
443,Data Scientist,4.85276706042157,244
444,Data Scientist Machine Learning (Commerce BU),2.11092939254856,155
445,Data Scientist,4.35058535359068,63
446,Associate Data Scientist,4.68247251776052,401
447,Senior Software Engineer - Data Scientist,3.14462124211638,309
448,Digital - Associate Program Manager - Data Scientist APGM,3.62218420788558,133
449,Lead Data Scientist,4.04316773804121,123
450,Lead Data Scientist,3.81678249491591,139
451,"Lead Data Scientist, Presales",3.46629769219025,481
452,Lead Data Scientist,3.3183082395126,139
453,Lead Data Scientist,4.82948498305697,429
454,Lead Data Scientist,2.4786508233733,477
455,Lead Data Scientist,4.00666540300495,490
456,Lead Data Scientist,3.29843174061622,392
457,Lead Data Scientist,2.40589489687365,256
458,Lead - Applied Data Scientist,2.52916622299988,408
459,Senior Data Scientist,3.05257561375647,388
460,Senior Data Scientist- Noida Location,2.06981625494883,296
461,Assistant Director - Senior Data Scientist,3.59356117282046,185
462,Hiring For Sr. Data Scientist,4.66291091344042,84
463,Senior Python Developer / Data Scientist,3.04237660883063,418
464,Senior Manager Data Scientist,3.10241302739491,180
465,Data Scientist,3.62654524852595,290
466,Senio Executive - Data Scientist,3.49861690788885,470
467,Trainee Data Scientists,3.41317621718806,65
468,Lead Machine Learning Engineer/ Data Scientist,4.49992831514851,384
469,Senior Data Scientist/Data Scientist - Research/Analytics/Consulting,2.44945427771814,191
470,Assistant Manager/Manager/Senior Manager - Data Scientist,3.86034972029093,282
471,Senior Data Scientist,2.42020446003804,209
472,Hiring For Data Scientist/ Sr.DS For a leading US product company,4.36125739151392,268
473,Assistant Manager / Manager / Senior Manager - Data Scientist,2.77979444229781,193
474,Data Scientist/Senior Data Scientist - Python,3.68485387032725,36
475,Senior Data Scientist - SQL/Python/Numpy,2.15613585339193,487
476,Assistant Manager / Manager / Senior Manager - Data Scientist,4.77917401116717,191
477,Senior Data Scientist (Fintech),3.02088402780457,42
478,Senior/Lead Data Scientist - Machine Learning/Deep Learning,2.08862894675056,416
479,Data Scientist,2.90494485862543,142
480,Data Scientist,2.49543302541518,384
481,Data Scientist,3.97267686803082,130
482,Data scientist,2.1561128492252,182
483,Data Scientist,2.95690877963145,158
484,Staff Data Scientist,3.00840678798421,440
485,Data Scientist,3.53569857522997,97
486,Principal Data Scientist,2.44307284924072,75
487,Data Scientist,2.10351409827178,246
488,Hiring For Data Scientist + Python/R+ Predictive Modeling,4.77564121075211,459
489,Data Scientist: Advanced Analytics,2.40904055203253,274
490,Immediate requirement of Data Scientist ( Bangalore),4.42543751743649,408
491,Data Scientist,2.7411527874961,75
492,Data Scientist,4.13738775075369,396
493,Data Scientist,2.18495497432641,72
494,Hiring For Data Scientist,2.16996658399256,325
495,"Data Scientist, Payments",4.12491142854413,409
496,Data Scientist,4.46469610442629,477
497,Specialist - Data Scientist,3.99109477247853,36
498,Data Scientist,2.49793409822328,354
499,Digital-Process Manager-Data Scientist PM,2.18553322824495,432
500,"Immediate Hiring For DATA Scientist @ HCL, Chennai",2.86722479558341,390
501,Data Scientist -Machine Learning with Python,3.11718380169305,213
502,Data Scientist,3.0539994444597,262
503,Data Science/Data scientist| Product Company|5+ yrs,3.46493727351061,500
504,Data Scientist - Innovations,2.54342706627956,121
505,Data Scientist,3.04466424684695,41
506,Data Scientist,4.17704640573329,111
507,Data Scientist,2.76871870031705,81
508,GIC - CONSUMER & MARKET INTELLIGENCE - DATA SCIENTIST,3.74342112435593,381
509,Data Scientist- Clinical Trial,3.24311544609037,64
510,Data Scientist,3.96170918785097,67
511,Data Scientist Assets,4.2219247483977,123
512,Data Scientist - Machine Learning,3.71990015817535,116
513,Data Scientist,2.86354402673916,442
514,Junior/Senior Data scientist,4.41843530753006,52
515,Data Scientist,3.47498506077883,168
516,Data Scientist,3.96601253008562,184
517,Associate Data Scientist,2.95114653824554,205
518,Associate Data Scientist,3.74036600165479,319
519,DS/ Associate Principal Data Scientist,2.17648360463217,287
520,Associate Data Scientist,2.51031787685818,335
521,Associate Professional - Data Scientist / Analytics,2.43574374543553,204
522,Data Scientist | AI / ML Engineer | Gurgaon | Immediate joiner |,4.54017700061509,364
523,Data Scientist and Data Engineer,3.45499079344151,484
524,ML Engineer / Data Scientist,3.49860411364771,122
525,Data Engineer / Data Scientist,4.59415557167997,326
526,ML Engineer/ Data Scientist Engineer,4.90712141242281,489
527,ML Engineer/ Data Scientist Engineer,4.4470342890967,52
528,Senior Data Scientist,2.01599827416539,58
529,Hiring For Senior Data Scientist-Noida,4.84729362219191,379
530,Sr . Data Scientist,2.95584832529023,60
531,Data Science - Sr. Data Scientist,4.21678617833645,380
532,Senior Data Scientist,4.53273343629978,76
533,Senior Data Scientist,4.03789194221165,55
534,Sr. Data Scientist (Remote),4.21353666637565,429
535,Sr. Data Scientist,4.12420171109254,160
536,Senior Data Scientist,3.35806968585752,425
537,Senior Data Scientist,4.70329254422833,413
538,Senior Data Scientist,3.42530322048435,144
539,Senior Data Scientist,3.48945990251403,272
540,Sr. Data Scientist-Machine Learning- Remote,3.73731258973607,200
541,Senior Data Scientist,4.3572063400283,246
542,Senior Data Scientist,4.86581384166758,149
543,Senior Data Scientist,4.39084111119112,143
544,Senior Data Scientist | Advance Auto Parts,2.36538666708008,146
545,Farfetch - Senior Data Scientist,3.80576145481539,39
546,Immediate Hiring / Senior Data Scientist,3.10044373875287,476
547,Senior Data Scientist,3.44689824082301,273
548,Senior Data Scientist,3.8082404376421,345
549,Senior Data Scientist (Algorithmic Trading),4.17653038253217,216
550,Senior Data Scientist,2.0676192222445,247
551,Senior Staff Data Scientist,2.62658677986167,185
552,Senior Data Scientist,2.42618077471625,160
