id,Skill_Rating,Skill,Worker,
152,2.75885301896507,Java,50,
153,4.34472352463117,HTML/CSS,51,
155,4.83540059585071,JavaScript,51,
156,4.22266879795076,Python,52,
157,2.06264307018826,Java,52,
158,4.37532910013168,Scala,52,
159,4.02326332949698,HTML/CSS,53,
161,4.47312195474719,JavaScript,53,
162,4.0636858293533,Python,54,
163,4.794228589549,Ruby,54,
164,3.1127615582162,Java,54,
165,3.08423257567182,HTML/CSS,55,
167,4.96110908130641,JavaScript,55,
168,3.95265315536613,Python,56,
169,4.14324255834172,C++,56,
170,3.18306903129037,Java,56,
171,3.26495020440179,HTML/CSS,57,
173,3.53743228362068,JavaScript,57,
174,2.52749247569595,Python,58,
175,2.40038364332639,Java,58,
176,3.36672089458205,Scala,58,
177,3.79661439896455,HTML/CSS,59,
179,2.02523352194464,JavaScript,59,
180,2.83544268216221,Python,60,
181,3.10968976664618,C++,60,
182,2.96631746996388,Java,60,
183,2.75619128288994,HTML/CSS,61,
185,2.3553973729677,JavaScript,61,
186,2.59760786726818,Python,62,
187,2.7400027063359,Java,62,
188,3.98416435341668,Scala,62,
189,3.40879706956358,HTML/CSS,63,
191,3.31623343952713,JavaScript,63,
192,2.56251375768047,Python,64,
193,3.01776506457803,Ruby,64,
194,2.96721193050409,Java,64,
195,2.26738117098058,HTML/CSS,65,
197,4.66471149621791,JavaScript,65,
198,2.85452656784557,Network Design,65,
199,2.1632899426095,Routing,65,
200,3.81840195636553,Switching,65,
201,3.31311346221968,Firewalls,65,
202,3.60969923497079,Network Security,65,
203,4.86443310695228,Recruitment,66,
204,4.44479881116642,Talent Acquisition,66,
205,2.55812880469039,Interviewing,66,
206,4.85341485614194,HR,66,
207,2.13156048745041,SQL,67,
208,2.00695593391827,Database Design,67,
209,2.91889542587979,Query Optimization,67,
210,4.0417980048918,Data Modeling,67,
211,3.78135919094845,Testing Methodologies,68,
212,3.48716113769535,Test Planning,68,
213,2.23682127780144,Test Execution,68,
214,3.33903484405204,Defect Management,68,
215,4.41919577563597,Business Analysis,69,
216,4.97952061266484,Project Management,69,
217,3.20046484702782,Technical Consulting,69,
218,4.88745310728441,Client Communication,69,
219,4.97059461072822,Instructional Design,70,
220,4.52749862483274,Training Delivery,70,
221,4.36879545285292,Learning Management Systems,70,
222,4.93076179424148,Technical Training,70,
223,4.06852027263675,Risk Assessment,71,
224,4.62968961075689,Sales,72,
225,4.26959198139221,Account Management,72,
226,2.78489788802755,Customer Relationship Management,72,
227,2.01022248721754,Systems Analysis,73,
228,4.80366152488291,Business Requirements Gathering,73,
229,3.77843584183784,Solution Design,73,
230,2.29910893853326,Project Management,74,
231,4.00845401238274,Team Leadership,74,
232,4.36817231886727,Budgeting,74,
233,4.07336645697465,Vendor Management,74,
234,3.7641132036086,Security Management,75,
235,3.40348110070153,Risk Assessment,75,
236,4.80755979589352,Compliance,75,
237,4.81467193118007,Security Frameworks,75,
238,4.6624819626562,Technical Architecture,76,
239,3.42367043344279,Solution Design,76,
240,4.95983035574988,Integration,76,
241,3.64665387236913,Enterprise Architecture,76,
242,2.08609998372706,Cloud Computing,77,
243,4.71101639005781,Solution Design,77,
244,2.03720722449615,Migration,77,
245,4.26420087290607,Cloud Security,77,
246,4.69722089083665,IT Operations,78,
247,3.95415750255108,Service Management,78,
248,2.41044886922922,Incident Management,78,
249,3.03485242053839,Change Management,78,
250,3.8786005086637,Service Desk Management,79,
251,4.07232644793739,Customer Service,79,
252,4.46363987265282,Technical Troubleshooting,80,
253,2.05923435863614,Customer Support,80,
254,4.91217300781812,Ticketing Systems,80,
255,4.60386251948778,Hardware Troubleshooting,81,
256,4.05272390657367,Desktop Support,81,
257,3.13645973869865,Remote Support,81,
258,3.8005601265753,Mobile Testing,82,
259,4.71850299538601,Test Planning,82,
260,2.97467859360579,Test Execution,82,
261,3.26184407252482,Defect Management,82,
262,2.39266049727796,Data Analysis,83,
263,4.52806674771635,Machine Learning,83,
264,3.00768828839483,Statistical Modeling,83,
265,4.69188784437651,Web Development,84,
266,4.4500436815283,Front-end Development,84,
267,3.46605459252857,Back-end Development,84,
268,3.14414967291939,JavaScript,84,
269,4.17580204643294,Python,85,
270,3.86059772458618,Java,85,
271,3.32998629115603,C++,85,
272,4.18577301894913,Objective-C,85,
273,4.58934741766606,UI/UX Design,86,
274,2.04992688900648,Graphic Design,86,
275,4.59916302813318,Adobe Creative Suite,86,
276,2.77725789178997,Product Design,86,
277,3.74608561845002,Content Writing,87,
278,4.73813454100573,Copywriting,87,
279,3.15379497577696,Blogging,87,
280,2.63306528438778,SEO,87,
281,3.43280232286194,Social Media Management,88,
282,2.01264358314091,Online Advertising,88,
283,4.99434948155299,Email Marketing,88,
284,4.44728146136784,Content Marketing,88,
285,3.97133897227968,Financial Analysis,89,
286,3.12489473766909,Investment Banking,89,
287,2.47965005560489,Asset Management,89,
288,2.30289475264106,Financial Modeling,89,
289,4.90754736411811,Content Strategy,90,
290,2.39403883130954,Product Management,90,
291,4.55100664413932,Agile Methodologies,90,
292,2.71107269883697,Scrum,90,
293,4.14318428349116,Legal Writing,91,
294,3.09053624015197,Legal Research,91,
295,3.54550979752603,Contract Law,91,
296,2.73580728791966,Intellectual Property Law,91,
297,4.74899336828109,Medical Writing,92,
298,4.91406768519071,Clinical Research,92,
299,3.84989492735119,Regulatory Affairs,92,
300,3.73292955008153,Medical Affairs,92,
301,3.59386998985014,Data Entry,93,
302,3.89905281820248,Data Processing,93,
303,2.48093081324823,Data Management,93,
304,3.48257762844743,Data Mining,93,
305,4.20841514278974,Market Research,94,
306,3.13567792812709,Customer Insights,94,
307,2.20430923513828,Competitive Analysis,94,
308,2.29071687947233,Marketing Strategy,94,
309,3.23816472781754,Event Planning,95,
310,4.29959878047154,Logistics Management,95,
311,2.48410753384271,Operations Management,95,
312,2.46784081107384,Supply Chain Management,95,
313,2.34551925342884,Quality Assurance,96,
314,2.18196220303477,Process Improvement,96,
315,3.33859484132949,Lean Six Sigma,96,
316,4.85716040344841,Project Management,96,
317,3.87907387488326,Public Speaking,97,
318,2.17681524065264,Leadership,97,
319,4.56524460076108,Teamwork,97,
320,4.50865528963365,Time Management,97,
321,4.02550821756373,Foreign Languages,98,
322,3.7759465033638,Translation,98,
323,3.3085803414892,Interpretation,98,
324,4.13171649089469,Teaching,98,
325,4.83560416366828,Research,99,
326,2.02545594107571,Academic Writing,99,
327,3.71253111845373,Editing,99,
328,2.93302385311401,Proofreading,99,
329,4.1170082864824,Event Photography,100,
330,3.25062578436808,Portrait Photography,100,
331,2.23610997434403,Landscape Photography,100,
332,3.68648204968093,Photo Editing,100,
333,3.3226528668034,Video Production,101,
334,4.30385992250825,Video Editing,101,
335,2.40319506102282,Animation,101,
336,3.72191152409367,Sound Design,101,
337,2.18532928291209,Motion Graphics,101,
338,4.61089230515816,Virtual Assistance,102,
339,2.88381481518022,Personal Assistance,102,
340,3.53214323760369,Administrative Support,102,
341,4.33988306178665,Transcription,102,
342,2.07344350521502,HTML/CSS,103,1
343,4.36934847688076,JAVASCRIPT,103,1
344,2.415225245949,PYTHON,103,1
345,3.98601137837664,PHP,103,1
346,3.16840749893793,fluter,104,2
347,3.31737464830395,JAVA,104,2
348,4.3279436940471,Python,105,3
349,3.16009879646146,R,105,3
350,3.37286408958848,HADOOP,105,3
351,4.39696539998396,HTML/CSS,106,4
352,2.05710035173799,JAVASCRIPT,106,4
353,2.87931161068984,React,106,4
354,3.50446994050618,Angular,106,4
355,3.88736959923623,Swift,107,5
356,4.3891936860379,Objective-C,107,5
357,3.52367956623579,Java,107,5
358,4.94642027914706,MySQL,108,6
359,2.89529218163396,MongoDB,108,6
360,2.61260600589103,JavaScript,108,6
361,4.29721203980115,HTML/CSS,109,7
362,2.20526845660292,PHP,109,7
363,4.29947950275459,Python,110,8
364,3.72057454567985,Django,110,8
365,3.95189392110001,Flask,110,8
366,3.5608895617446,HTML/CSS,111,9
367,2.19150952297839,JavaScript,111,9
368,2.08300846084892,Python,112,10
369,3.40009362897346,Java,112,10
370,2.92938248523502,Scala,112,10
371,3.89197583689073,HTML/CSS,113,11
372,4.61034208064657,JavaScript,113,11
373,4.54609300306752,Python,114,12
374,2.95705819365088,C++,114,12
375,4.71599124880221,Java,114,12
376,2.44153805209584,HTML/CSS,115,13
377,3.11366246647275,JavaScript,115,13
378,2.85361951481159,Python,116,14
379,4.2233372759776,Ruby,116,14
380,3.6676644528753,Java,116,14
381,2.69312672394432,HTML/CSS,117,15
382,3.84524034936036,JavaScript,117,15
383,2.03674859543777,Python,118,16
384,2.81624436635153,Ruby,118,16
385,2.92771412364997,Java,118,16
386,3.41502354341317,HTML/CSS,119,17
387,3.78590339997972,JavaScript,119,17
388,2.54232660141612,Python,120,18
389,3.47814498868125,Java,120,18
390,3.48889919334955,Scala,120,18
391,2.12543533049137,HTML/CSS,121,19
392,2.71926470532994,JavaScript,121,19
393,3.519583177786,Python,122,20
394,2.39611306988501,C++,122,20
395,2.27461968996333,Java,122,20
396,3.14130435579615,HTML/CSS,123,21
397,3.48687955778971,JavaScript,123,21
398,4.87523697476418,Python,124,22
399,3.38147674395174,Ruby,124,22
400,3.06985640536743,Java,124,22
401,4.69463758201244,HTML/CSS,125,23
402,3.72274155870838,JavaScript,125,23
403,2.74980626027052,Python,126,24
404,3.55511089613769,C++,126,24
405,2.77960375703786,Java,126,24
406,4.3493147792607,HTML/CSS,127,25
407,2.0665712837184,JavaScript,127,25
408,4.35126926656357,Python,128,26
409,4.20028925065545,Ruby,128,26
410,3.28473983047428,Java,128,26
411,2.51820535440509,HTML/CSS,129,27
412,3.16292147204403,JavaScript,129,27
413,3.87571531386347,Python,130,28
414,2.5465788366963,Java,130,28
415,2.04717088756937,Scala,130,28
416,3.41199272755858,HTML/CSS,131,29
417,4.9515959193083,JavaScript,131,29
418,4.40231097846282,Python,132,30
419,4.21421203626126,C++,132,30
420,4.97402530183942,Java,132,30
421,2.77738766234883,HTML/CSS,133,31
422,4.44793675923588,JavaScript,133,31
423,4.88265695615546,Python,134,32
424,2.30076191299613,Java,134,32
425,2.23904296723328,Scala,134,32
426,2.14751790919506,HTML/CSS,135,33
427,3.76486191948671,JavaScript,135,33
428,2.34233388494145,Python,136,34
429,4.35716134751718,Ruby,136,34
430,3.54735874697138,Java,136,34
431,3.70731815368361,HTML/CSS,137,35
432,4.24466230986951,JavaScript,137,35
433,3.33470891570133,Python,138,36
434,3.06832725088804,C++,138,36
435,2.88936503610705,Java,138,36
436,2.9943243390147,HTML/CSS,139,37
437,3.53635576775281,JavaScript,139,37
438,3.83524303844218,Python,140,38
439,3.06669377105544,Java,140,38
440,2.32889629064212,Scala,140,38
441,2.3007958531797,HTML/CSS,141,39
442,3.19551771279601,JavaScript,141,39
443,2.89050683811376,Python,142,40
444,4.77835199006256,C++,142,40
445,3.65718110040908,Java,142,40
446,2.63142668574041,HTML/CSS,143,41
447,4.08027921671523,JavaScript,143,41
448,4.09264625993594,Python,144,42
449,3.39714604260319,Java,144,42
450,3.40256079015749,Scala,144,42
451,3.13968350388994,HTML/CSS,145,43
452,2.4881370633477,JavaScript,145,43
453,4.99852159678346,Python,146,44
454,3.32666214724457,Ruby,146,44
455,3.43151908711155,Java,146,44
456,2.94039742653145,HTML/CSS,147,45
457,2.20040272127386,JavaScript,147,45
458,3.67633374032277,Python,148,46
459,3.0074911671104,C++,148,46
460,3.48470434361047,Java,148,46
461,2.64539944402387,HTML/CSS,149,47
462,4.49231575383266,JavaScript,149,47
463,3.50316411908123,Python,150,48
464,3.86381812638184,Java,150,48
465,4.14970020138224,Scala,150,48
466,4.59382869682725,HTML/CSS,151,49
467,3.65044746207608,JavaScript,151,49
468,2.06807600709997,Python,152,50
469,4.36325485700034,C++,152,50
470,2.42800386771929,Java,152,50
471,3.91409265078365,HTML/CSS,153,51
472,2.72707953802382,JavaScript,153,51
473,3.14879087908196,Python,154,52
474,4.58981852493126,Java,154,52
475,3.91615446015397,Scala,154,52
476,4.09224367697545,HTML/CSS,155,53
477,2.80859849896597,JavaScript,155,53
478,3.03863194521758,Python,156,54
479,4.07775550798271,Ruby,156,54
480,2.31074775249254,Java,156,54
481,3.54759807890169,HTML/CSS,157,55
482,3.08655655405287,JavaScript,157,55
483,2.26848185024239,Python,158,56
484,3.06050479967779,C++,158,56
485,4.39251827374323,Java,158,56
486,4.77809655014134,HTML/CSS,159,57
487,4.51063666756734,JavaScript,159,57
488,2.6165059768704,Python,160,58
489,4.84077992455708,Java,160,58
490,4.15161250480681,Scala,160,58
491,2.5146449687855,HTML/CSS,161,59
492,2.81693488579679,JavaScript,161,59
493,4.84520792922428,Python,162,60
494,2.33492009170073,C++,162,60
495,4.7252646589691,Java,162,60
496,2.52177150718787,HTML/CSS,163,61
497,3.11987897519553,JavaScript,163,61
498,4.48160397818847,Python,164,62
499,3.70101979309596,Java,164,62
500,3.23359547308989,Scala,164,62
501,4.46955684043661,HTML/CSS,165,63
502,2.67084004363837,JavaScript,165,63
503,3.35619627168728,Python,166,64
504,4.5174322542469,Ruby,166,64
505,2.74897868237671,Java,166,64
506,4.74635056889171,HTML/CSS,167,65
507,4.76840004824951,JavaScript,167,65
508,3.42185373008934,Network Design,167,65
509,2.06813804936219,Routing,167,65
510,3.33461791988586,Switching,167,65
511,2.4520830002266,Firewalls,167,65
512,2.24011908650858,Network Security,167,65
513,4.75795164420305,Recruitment,168,66
514,3.81979467025258,Talent Acquisition,168,66
515,3.23340702072584,Interviewing,168,66
516,4.0795837401579,HR,168,66
517,2.08802433074535,SQL,169,67
518,3.66441157686809,Database Design,169,67
519,4.70430504194689,Query Optimization,169,67
520,4.81397241908331,Data Modeling,169,67
521,2.12964002027337,Testing Methodologies,170,68
522,3.33231306173497,Test Planning,170,68
523,3.57813862717849,Test Execution,170,68
524,3.10753060300572,Defect Management,170,68
525,3.88651030286686,Business Analysis,171,69
526,4.87331865718507,Project Management,171,69
527,3.21957536836552,Technical Consulting,171,69
528,2.63010301846938,Client Communication,171,69
529,3.29693449821314,Instructional Design,172,70
530,4.44084134215321,Training Delivery,172,70
531,3.12556160246146,Learning Management Systems,172,70
532,4.91552936224548,Technical Training,172,70
533,2.16224570348267,Risk Assessment,173,71
534,2.44516656663868,Sales,174,72
535,4.68329520452499,Account Management,174,72
536,4.76181214329433,Customer Relationship Management,174,72
537,3.09484438993646,Systems Analysis,175,73
538,2.38048308792314,Business Requirements Gathering,175,73
539,3.36198675269361,Solution Design,175,73
540,3.34296894671622,Project Management,176,74
541,4.42470392261525,Team Leadership,176,74
542,3.19926928814596,Budgeting,176,74
543,4.85095207397897,Vendor Management,176,74
544,2.31760732658021,Security Management,177,75
545,2.79563812623109,Risk Assessment,177,75
546,4.18635220115615,Compliance,177,75
547,3.37447623947155,Security Frameworks,177,75
548,2.84482696544923,Technical Architecture,178,76
549,2.34267217293469,Solution Design,178,76
550,4.19541324285001,Integration,178,76
551,3.10853885403806,Enterprise Architecture,178,76
552,3.06023182781467,Cloud Computing,179,77
553,3.48284252743965,Solution Design,179,77
554,2.03205564117915,Migration,179,77
555,3.33916792440257,Cloud Security,179,77
556,2.75894767063254,IT Operations,180,78
557,3.71484826593243,Service Management,180,78
558,2.29511414244759,Incident Management,180,78
559,3.6616088770457,Change Management,180,78
560,2.98370058543402,Service Desk Management,181,79
561,2.20420459680756,Customer Service,181,79
562,3.00632575105175,Technical Troubleshooting,182,80
563,4.44969942106097,Customer Support,182,80
564,3.40310947271186,Ticketing Systems,182,80
565,4.37186145458999,Hardware Troubleshooting,183,81
566,3.13653678526319,Desktop Support,183,81
567,2.64925505326459,Remote Support,183,81
568,3.76561074572854,Mobile Testing,184,82
569,2.66047157327609,Test Planning,184,82
570,4.75492676731134,Test Execution,184,82
571,3.17913303514146,Defect Management,184,82
572,3.96290077140878,Data Analysis,185,83
573,3.24596909831462,Machine Learning,185,83
574,3.23318648045094,Statistical Modeling,185,83
575,4.51761624845796,Web Development,186,84
576,3.1723581869157,Front-end Development,186,84
577,3.54115801261186,Back-end Development,186,84
578,2.60158473383273,JavaScript,186,84
579,3.38954299719966,Python,187,85
580,4.49989893164181,Java,187,85
581,3.45164377433607,C++,187,85
582,3.12821523103452,Objective-C,187,85
583,4.63502079181556,UI/UX Design,188,86
584,2.89427450955126,Graphic Design,188,86
585,2.3252381397247,Adobe Creative Suite,188,86
586,3.60603508120748,Product Design,188,86
587,2.52167890762201,Content Writing,189,87
588,4.41801752671683,Copywriting,189,87
589,4.71374943283935,Blogging,189,87
590,3.33674022023741,SEO,189,87
591,2.01783310806686,Social Media Management,190,88
592,2.89790085289549,Online Advertising,190,88
593,4.00927319746081,Email Marketing,190,88
594,4.9467001910096,Content Marketing,190,88
595,2.66710928932822,Financial Analysis,191,89
596,4.72674419580637,Investment Banking,191,89
597,3.63836833611205,Asset Management,191,89
598,2.83245736040464,Financial Modeling,191,89
599,4.92448347115049,Content Strategy,192,90
600,4.99979061585102,Product Management,192,90
601,4.7501288547056,Agile Methodologies,192,90
602,4.7054119824651,Scrum,192,90
603,4.90581590606156,Legal Writing,193,91
604,3.06289177617098,Legal Research,193,91
605,4.65976330137509,Contract Law,193,91
606,4.08706716158662,Intellectual Property Law,193,91
607,2.3470006744585,Medical Writing,194,92
608,4.64683218384629,Clinical Research,194,92
609,4.29110562856014,Regulatory Affairs,194,92
610,2.01063071880494,Medical Affairs,194,92
611,3.75851251583853,Data Entry,195,93
612,3.37174104281511,Data Processing,195,93
613,3.22747280729959,Data Management,195,93
614,4.59049104202745,Data Mining,195,93
615,3.84556585379867,Market Research,196,94
616,4.97225559198817,Customer Insights,196,94
617,3.07821868473711,Competitive Analysis,196,94
618,4.75209348147278,Marketing Strategy,196,94
619,4.65208387057007,Event Planning,197,95
620,2.14010112450139,Logistics Management,197,95
621,3.70255489920645,Operations Management,197,95
622,4.90842961855442,Supply Chain Management,197,95
623,4.58573860039056,Quality Assurance,198,96
624,4.68431831302326,Process Improvement,198,96
625,3.76705234201209,Lean Six Sigma,198,96
626,2.68098809942517,Project Management,198,96
627,3.43249114793254,Public Speaking,199,97
628,2.92188587850902,Leadership,199,97
629,2.53847027843398,Teamwork,199,97
630,3.98691843105631,Time Management,199,97
631,3.58566580352012,Foreign Languages,200,98
632,4.42788764627267,Translation,200,98
633,3.87441985997761,Interpretation,200,98
634,4.62359664576847,Teaching,200,98
635,4.17268683217388,Research,201,99
636,3.05423268981035,Academic Writing,201,99
637,3.4618661277741,Editing,201,99
638,2.39612006782073,Proofreading,201,99
639,4.94848403288962,Event Photography,202,100
640,2.55999795287667,Portrait Photography,202,100
641,3.97471803664132,Landscape Photography,202,100
642,2.62880070846214,Photo Editing,202,100
643,3.18394587961552,Video Production,203,101
644,3.5631176039224,Video Editing,203,101
645,4.89844830898646,Animation,203,101
646,2.71944231765117,Sound Design,203,101
647,4.59036452076472,Motion Graphics,203,101
648,4.65978077243846,Virtual Assistance,204,102
649,2.48570051383903,Personal Assistance,204,102
650,2.03350487342732,Administrative Support,204,102
651,3.19707799274265,Transcription,204,102
